CMDLINE python3 simulation.py
MEM 85.144531 1562420987.3121
MEM 85.144531 1562420987.4469
MEM 85.144531 1562420987.5620
MEM 85.144531 1562420987.6822
MEM 85.144531 1562420987.8164
MEM 85.144531 1562420987.9558
MEM 85.144531 1562420988.0741
MEM 85.144531 1562420988.1938
MEM 85.144531 1562420988.3315
MEM 85.144531 1562420988.4468
MEM 85.144531 1562420988.5665
MEM 85.144531 1562420988.7006
MEM 85.144531 1562420988.8385
MEM 85.144531 1562420988.9536
MEM 85.144531 1562420989.0755
MEM 85.839844 1562420989.2100
MEM 86.609375 1562420989.3249
MEM 86.609375 1562420989.4561
MEM 86.609375 1562420989.5926
MEM 86.609375 1562420989.7320
MEM 86.609375 1562420989.8635
MEM 86.609375 1562420989.9783
MEM 86.609375 1562420990.1127
MEM 86.609375 1562420990.2501
MEM 86.609375 1562420990.3900
MEM 86.609375 1562420990.5123
MEM 86.609375 1562420990.6311
MEM 86.609375 1562420990.7669
MEM 86.609375 1562420990.9055
MEM 86.609375 1562420991.0326
MEM 86.609375 1562420991.1499
MEM 86.609375 1562420991.2870
MEM 86.609375 1562420991.4249
MEM 86.609375 1562420991.5603
MEM 86.609375 1562420991.6752
MEM 86.609375 1562420991.8078
MEM 86.609375 1562420991.9444
MEM 86.609375 1562420992.0767
MEM 86.609375 1562420992.1933
MEM 86.609375 1562420992.3134
MEM 86.609375 1562420992.4486
MEM 86.609375 1562420992.5808
MEM 86.609375 1562420992.7003
MEM 86.609375 1562420992.8182
MEM 86.609375 1562420992.9554
MEM 86.609375 1562420993.0887
MEM 86.609375 1562420993.2173
MEM 86.609375 1562420993.3336
MEM 86.609375 1562420993.4670
MEM 86.609375 1562420993.6001
MEM 86.609375 1562420993.7273
MEM 86.609375 1562420993.8448
MEM 86.609375 1562420993.9818
MEM 86.609375 1562420994.1189
MEM 86.609375 1562420994.2471
MEM 86.609375 1562420994.3636
MEM 86.609375 1562420994.4965
MEM 86.609375 1562420994.6336
MEM 86.609375 1562420994.7524
MEM 86.609375 1562420994.8732
MEM 86.609375 1562420995.0023
MEM 86.609375 1562420995.1368
MEM 86.609375 1562420995.2592
MEM 86.609375 1562420995.3857
MEM 86.609375 1562420995.5177
MEM 86.609375 1562420995.6512
MEM 86.609375 1562420995.7731
MEM 86.609375 1562420995.9033
MEM 86.609375 1562420996.0337
MEM 86.609375 1562420996.1639
MEM 86.609375 1562420996.2860
MEM 86.609375 1562420996.4126
MEM 86.609375 1562420996.5431
MEM 86.609375 1562420996.6657
MEM 86.609375 1562420996.7925
MEM 86.609375 1562420996.9227
MEM 86.609375 1562420997.0506
MEM 86.609375 1562420997.1714
MEM 86.609375 1562420997.3041
MEM 86.609375 1562420997.4412
MEM 86.609375 1562420997.5747
MEM 86.609375 1562420997.6896
MEM 86.609375 1562420997.8135
MEM 86.609375 1562420997.9473
MEM 86.609375 1562420998.0834
MEM 86.609375 1562420998.1982
MEM 86.609375 1562420998.3189
MEM 86.609375 1562420998.4494
MEM 86.609375 1562420998.5765
MEM 86.609375 1562420998.6914
MEM 86.609375 1562420998.8174
MEM 86.609375 1562420998.9549
MEM 86.609375 1562420999.0909
MEM 86.609375 1562420999.2065
MEM 86.609375 1562420999.3256
MEM 86.609375 1562420999.4626
MEM 86.609375 1562420999.5970
MEM 86.609375 1562420999.7146
MEM 86.609375 1562420999.8359
MEM 86.609375 1562420999.9727
MEM 86.609375 1562421000.0981
MEM 86.609375 1562421000.2132
MEM 86.609375 1562421000.3377
MEM 86.609375 1562421000.4747
MEM 86.609375 1562421000.6110
MEM 86.609375 1562421000.7260
MEM 86.609375 1562421000.8456
MEM 86.609375 1562421000.9827
MEM 86.609375 1562421001.1240
MEM 86.609375 1562421001.2454
MEM 86.609375 1562421001.3633
MEM 86.609375 1562421001.5007
MEM 86.609375 1562421001.6388
MEM 86.609375 1562421001.7587
MEM 86.609375 1562421001.8781
MEM 86.609375 1562421002.0168
MEM 86.609375 1562421002.1535
MEM 86.609375 1562421002.2724
MEM 86.609375 1562421002.3921
MEM 86.609375 1562421002.5300
MEM 86.609375 1562421002.6633
MEM 86.609375 1562421002.7837
MEM 86.609375 1562421002.9030
MEM 86.609375 1562421003.0366
MEM 86.609375 1562421003.1742
MEM 86.609375 1562421003.2927
MEM 86.609375 1562421003.4107
MEM 86.609375 1562421003.5436
MEM 86.609375 1562421003.6809
MEM 86.609375 1562421003.8035
MEM 86.609375 1562421003.9228
MEM 86.609375 1562421004.0568
MEM 86.609375 1562421004.1887
MEM 86.609375 1562421004.3036
MEM 86.609375 1562421004.4421
MEM 86.609375 1562421004.5765
MEM 86.609375 1562421004.7117
MEM 86.609375 1562421004.8268
MEM 86.609375 1562421004.9612
MEM 86.609375 1562421005.1017
MEM 86.609375 1562421005.2291
MEM 86.609375 1562421005.3517
MEM 86.609375 1562421005.4897
MEM 86.609375 1562421005.6241
MEM 86.867188 1562421005.7445
MEM 86.867188 1562421005.8623
MEM 86.867188 1562421006.0009
MEM 86.281250 1562421006.1361
MEM 88.859375 1562421006.2581
MEM 88.859375 1562421006.3954
MEM 88.859375 1562421006.5331
MEM 88.859375 1562421006.6741
MEM 88.859375 1562421006.8093
MEM 88.859375 1562421006.9275
MEM 88.859375 1562421007.0606
MEM 88.859375 1562421007.1971
MEM 88.859375 1562421007.3657
MEM 88.859375 1562421007.4806
MEM 88.859375 1562421007.6124
MEM 88.859375 1562421007.7475
MEM 88.859375 1562421007.9043
MEM 88.859375 1562421008.0234
MEM 88.859375 1562421008.1503
MEM 88.859375 1562421008.2823
MEM 88.859375 1562421008.4026
MEM 88.859375 1562421008.5368
MEM 88.859375 1562421008.6674
MEM 88.859375 1562421008.7825
MEM 88.859375 1562421008.9177
MEM 88.859375 1562421009.0407
MEM 88.859375 1562421009.1926
MEM 88.859375 1562421009.3281
MEM 88.859375 1562421009.4617
MEM 88.859375 1562421009.6229
MEM 88.859375 1562421009.7625
MEM 88.859375 1562421009.8953
MEM 88.859375 1562421010.0643
MEM 88.859375 1562421010.2182
MEM 88.859375 1562421010.3510
MEM 88.859375 1562421010.4735
MEM 88.859375 1562421010.6114
MEM 88.859375 1562421010.7378
MEM 88.859375 1562421010.8720
MEM 88.859375 1562421011.0101
MEM 88.859375 1562421011.1326
MEM 88.859375 1562421011.2621
MEM 88.859375 1562421011.3937
MEM 88.859375 1562421011.5162
MEM 88.859375 1562421011.6388
MEM 88.859375 1562421011.7660
MEM 88.859375 1562421011.8996
MEM 88.859375 1562421012.0229
MEM 88.859375 1562421012.1503
MEM 88.859375 1562421012.2810
MEM 88.859375 1562421012.4124
MEM 88.859375 1562421012.5349
MEM 88.859375 1562421012.6579
MEM 88.859375 1562421012.7887
MEM 88.859375 1562421012.9189
MEM 88.859375 1562421013.0379
MEM 88.859375 1562421013.1719
MEM 88.859375 1562421013.3109
MEM 88.859375 1562421013.4459
MEM 88.859375 1562421013.5751
MEM 88.859375 1562421013.7149
MEM 88.859375 1562421013.8747
MEM 88.859375 1562421014.0135
MEM 88.859375 1562421014.1813
MEM 88.859375 1562421014.3328
MEM 88.859375 1562421014.4554
MEM 88.859375 1562421014.5977
MEM 88.859375 1562421014.7224
MEM 88.859375 1562421014.8538
MEM 88.859375 1562421014.9780
MEM 88.859375 1562421015.1213
MEM 88.859375 1562421015.2571
MEM 88.859375 1562421015.3781
MEM 88.859375 1562421015.5158
MEM 88.859375 1562421015.6472
MEM 88.859375 1562421015.7850
MEM 88.859375 1562421015.9201
MEM 88.859375 1562421016.0495
MEM 88.859375 1562421016.2140
MEM 88.859375 1562421016.3502
MEM 88.859375 1562421016.4936
MEM 88.859375 1562421016.6268
MEM 88.859375 1562421016.7509
MEM 88.859375 1562421016.8716
MEM 88.859375 1562421017.0046
MEM 88.859375 1562421017.1366
MEM 88.859375 1562421017.2665
MEM 88.859375 1562421017.3816
MEM 88.859375 1562421017.5056
MEM 88.859375 1562421017.6435
MEM 88.859375 1562421017.7809
MEM 88.859375 1562421017.9051
MEM 88.859375 1562421018.0239
MEM 88.859375 1562421018.1614
MEM 88.859375 1562421018.2984
MEM 88.859375 1562421018.4343
MEM 88.859375 1562421018.5496
MEM 88.859375 1562421018.6869
MEM 88.859375 1562421018.8231
MEM 88.859375 1562421018.9625
MEM 88.859375 1562421019.0775
MEM 88.859375 1562421019.2144
MEM 88.859375 1562421019.3522
MEM 88.859375 1562421019.4796
MEM 88.859375 1562421019.5979
MEM 88.859375 1562421019.7383
MEM 88.859375 1562421019.8738
MEM 88.859375 1562421020.0163
MEM 88.859375 1562421020.1459
MEM 88.859375 1562421020.2687
MEM 88.859375 1562421020.3910
MEM 88.859375 1562421020.5148
MEM 88.859375 1562421020.6364
MEM 88.859375 1562421020.7590
MEM 88.859375 1562421020.8898
MEM 88.859375 1562421021.0248
MEM 88.859375 1562421021.1474
MEM 88.859375 1562421021.2722
MEM 88.859375 1562421021.4019
MEM 88.859375 1562421021.5320
MEM 88.859375 1562421021.6535
MEM 88.859375 1562421021.7901
MEM 88.859375 1562421021.9292
MEM 88.859375 1562421022.0616
MEM 88.859375 1562421022.1789
MEM 88.859375 1562421022.3129
MEM 88.859375 1562421022.4553
MEM 88.859375 1562421022.5734
MEM 88.859375 1562421022.6925
MEM 88.859375 1562421022.8246
MEM 88.859375 1562421022.9581
MEM 88.859375 1562421023.0734
MEM 88.859375 1562421023.1943
MEM 88.859375 1562421023.3254
MEM 88.859375 1562421023.4609
MEM 88.859375 1562421023.5759
MEM 88.859375 1562421023.6976
MEM 88.859375 1562421023.8347
MEM 88.859375 1562421023.9689
MEM 88.859375 1562421024.0839
MEM 88.859375 1562421024.2169
MEM 88.859375 1562421024.3446
MEM 88.859375 1562421024.4754
MEM 88.859375 1562421024.5975
MEM 88.859375 1562421024.7276
MEM 88.859375 1562421024.8578
MEM 88.859375 1562421024.9871
MEM 88.859375 1562421025.1065
MEM 88.859375 1562421025.2425
MEM 89.871094 1562421025.3780
MEM 90.902344 1562421025.4953
MEM 90.902344 1562421025.6317
MEM 90.902344 1562421025.7673
MEM 90.902344 1562421025.9042
MEM 90.902344 1562421026.0264
MEM 90.902344 1562421026.1444
MEM 90.902344 1562421026.2746
MEM 90.902344 1562421026.4078
MEM 90.902344 1562421026.5316
MEM 90.902344 1562421026.6492
MEM 90.902344 1562421026.7862
MEM 90.902344 1562421026.9205
MEM 90.902344 1562421027.0569
MEM 90.902344 1562421027.1718
MEM 90.902344 1562421027.3102
MEM 90.902344 1562421027.4469
MEM 90.902344 1562421027.5850
MEM 90.902344 1562421027.7240
MEM 90.902344 1562421027.8395
MEM 90.902344 1562421027.9724
MEM 90.902344 1562421028.1077
MEM 90.902344 1562421028.2395
MEM 90.902344 1562421028.3544
MEM 90.902344 1562421028.4742
MEM 90.902344 1562421028.6115
MEM 90.902344 1562421028.7461
MEM 90.902344 1562421028.8731
MEM 90.902344 1562421028.9905
MEM 90.902344 1562421029.1277
MEM 90.902344 1562421029.2609
MEM 90.902344 1562421029.3817
MEM 90.902344 1562421029.5010
MEM 90.902344 1562421029.6326
MEM 90.902344 1562421029.7650
MEM 90.902344 1562421029.8800
MEM 90.902344 1562421030.0025
MEM 90.902344 1562421030.1364
MEM 90.902344 1562421030.2731
MEM 90.902344 1562421030.3885
MEM 90.902344 1562421030.5078
MEM 90.902344 1562421030.6401
MEM 90.902344 1562421030.7754
MEM 90.902344 1562421030.8904
MEM 90.902344 1562421031.0101
MEM 90.902344 1562421031.1476
MEM 90.902344 1562421031.2834
MEM 90.902344 1562421031.4005
MEM 90.902344 1562421031.5205
MEM 90.902344 1562421031.6542
MEM 90.902344 1562421031.7904
MEM 90.902344 1562421031.9066
MEM 90.902344 1562421032.0253
MEM 90.902344 1562421032.1550
MEM 90.902344 1562421032.2906
MEM 90.902344 1562421032.4055
MEM 90.902344 1562421032.5285
MEM 90.902344 1562421032.6601
MEM 90.902344 1562421032.7934
MEM 90.902344 1562421032.9082
MEM 90.902344 1562421033.0433
MEM 90.902344 1562421033.1790
MEM 90.902344 1562421033.3121
MEM 90.902344 1562421033.4286
MEM 90.902344 1562421033.5588
MEM 90.902344 1562421033.6900
MEM 90.902344 1562421033.8049
MEM 90.902344 1562421033.9262
MEM 90.902344 1562421034.0629
MEM 90.902344 1562421034.2009
MEM 90.902344 1562421034.3267
MEM 90.902344 1562421034.4440
MEM 90.902344 1562421034.5812
MEM 90.902344 1562421034.7127
MEM 90.902344 1562421034.8304
MEM 90.902344 1562421034.9526
MEM 90.902344 1562421035.0887
MEM 90.902344 1562421035.2315
MEM 90.902344 1562421035.3505
MEM 90.902344 1562421035.4692
MEM 90.902344 1562421035.6084
MEM 90.902344 1562421035.7488
MEM 90.902344 1562421035.8696
MEM 90.902344 1562421035.9878
MEM 90.902344 1562421036.1250
MEM 90.902344 1562421036.2650
MEM 90.902344 1562421036.3946
MEM 90.902344 1562421036.5109
MEM 90.902344 1562421036.6487
MEM 90.902344 1562421036.7829
MEM 90.902344 1562421036.9028
MEM 90.902344 1562421037.0212
MEM 90.902344 1562421037.1537
MEM 90.902344 1562421037.2875
MEM 90.902344 1562421037.4024
MEM 90.902344 1562421037.5227
MEM 90.902344 1562421037.6597
MEM 90.902344 1562421037.7971
MEM 90.902344 1562421037.9175
MEM 90.902344 1562421038.0366
MEM 90.902344 1562421038.1682
MEM 90.902344 1562421038.3065
MEM 90.902344 1562421038.4227
MEM 90.902344 1562421038.5415
MEM 90.902344 1562421038.6786
MEM 90.902344 1562421038.8144
MEM 90.902344 1562421038.9333
MEM 90.902344 1562421039.0530
MEM 90.902344 1562421039.1920
MEM 90.902344 1562421039.3257
MEM 90.902344 1562421039.4430
MEM 90.902344 1562421039.5628
MEM 90.902344 1562421039.7007
MEM 90.902344 1562421039.8309
MEM 90.902344 1562421039.9458
MEM 90.902344 1562421040.0674
MEM 90.902344 1562421040.2047
MEM 90.902344 1562421040.3414
MEM 90.902344 1562421040.4581
MEM 90.902344 1562421040.5764
MEM 90.902344 1562421040.7098
MEM 90.902344 1562421040.8447
MEM 90.902344 1562421040.9645
MEM 90.902344 1562421041.0828
MEM 90.902344 1562421041.2155
MEM 90.902344 1562421041.3461
MEM 90.902344 1562421041.4637
MEM 90.902344 1562421041.5831
MEM 90.902344 1562421041.7209
MEM 90.902344 1562421041.8598
MEM 90.902344 1562421041.9850
MEM 90.902344 1562421042.1037
MEM 92.945312 1562421042.2304
MEM 92.945312 1562421042.3455
MEM 93.460938 1562421042.4698
MEM 93.460938 1562421042.6047
MEM 93.460938 1562421042.7371
MEM 93.460938 1562421042.8774
MEM 93.460938 1562421042.9968
MEM 93.460938 1562421043.1145
MEM 93.460938 1562421043.2514
MEM 93.460938 1562421043.3854
MEM 93.460938 1562421043.5227
MEM 93.460938 1562421043.6376
MEM 93.460938 1562421043.7576
MEM 93.460938 1562421043.8866
MEM 93.460938 1562421044.0212
MEM 93.460938 1562421044.1375
MEM 93.460938 1562421044.2582
MEM 93.460938 1562421044.3941
MEM 93.460938 1562421044.5316
MEM 93.460938 1562421044.6486
MEM 93.460938 1562421044.7763
MEM 93.460938 1562421044.9110
MEM 93.460938 1562421045.0490
MEM 93.460938 1562421045.1699
MEM 93.460938 1562421045.2883
MEM 93.460938 1562421045.4223
MEM 93.460938 1562421045.5586
MEM 93.460938 1562421045.6780
MEM 93.460938 1562421045.7981
MEM 93.460938 1562421045.9313
MEM 93.460938 1562421046.0715
MEM 93.460938 1562421046.1864
MEM 93.460938 1562421046.3065
MEM 93.460938 1562421046.4389
MEM 93.460938 1562421046.5754
MEM 93.460938 1562421046.6903
MEM 93.460938 1562421046.8107
MEM 93.460938 1562421046.9477
MEM 93.460938 1562421047.0841
MEM 93.460938 1562421047.1990
MEM 93.460938 1562421047.3196
MEM 93.460938 1562421047.4524
MEM 93.460938 1562421047.5883
MEM 93.460938 1562421047.7032
MEM 93.460938 1562421047.8242
MEM 93.460938 1562421047.9610
MEM 93.460938 1562421048.0989
MEM 93.460938 1562421048.2155
MEM 93.460938 1562421048.3339
MEM 93.460938 1562421048.4675
MEM 93.460938 1562421048.5992
MEM 93.460938 1562421048.7141
MEM 93.460938 1562421048.8359
MEM 93.460938 1562421048.9688
MEM 93.460938 1562421049.1061
MEM 93.460938 1562421049.2210
MEM 93.460938 1562421049.3422
MEM 93.460938 1562421049.4768
MEM 93.460938 1562421049.6097
MEM 93.460938 1562421049.7247
MEM 93.460938 1562421049.8469
MEM 93.460938 1562421049.9803
MEM 93.460938 1562421050.1164
MEM 93.460938 1562421050.2312
MEM 93.460938 1562421050.3542
MEM 93.460938 1562421050.4884
MEM 93.460938 1562421050.6262
MEM 93.460938 1562421050.7411
MEM 93.460938 1562421050.8633
MEM 93.460938 1562421050.9939
MEM 93.460938 1562421051.1351
MEM 93.460938 1562421051.2499
MEM 93.460938 1562421051.3709
MEM 93.460938 1562421051.5068
MEM 93.460938 1562421051.6408
MEM 93.460938 1562421051.7557
MEM 93.460938 1562421051.8772
MEM 93.460938 1562421052.0105
MEM 93.460938 1562421052.1484
MEM 93.460938 1562421052.2633
MEM 93.460938 1562421052.3837
MEM 93.460938 1562421052.5193
MEM 93.460938 1562421052.6569
MEM 93.460938 1562421052.7752
MEM 93.460938 1562421052.8935
MEM 93.460938 1562421053.0294
MEM 93.460938 1562421053.1623
MEM 93.460938 1562421053.2772
MEM 93.460938 1562421053.3991
MEM 93.460938 1562421053.5327
MEM 93.460938 1562421053.6737
MEM 93.460938 1562421053.7887
MEM 93.460938 1562421053.9085
MEM 93.460938 1562421054.0454
MEM 93.460938 1562421054.1773
MEM 93.460938 1562421054.2922
MEM 93.460938 1562421054.4139
MEM 93.460938 1562421054.5429
MEM 93.460938 1562421054.6745
MEM 93.460938 1562421054.7894
MEM 93.460938 1562421054.9247
MEM 93.460938 1562421055.0638
MEM 93.460938 1562421055.1929
MEM 93.460938 1562421055.3159
MEM 93.460938 1562421055.4483
MEM 93.460938 1562421055.5836
MEM 93.460938 1562421055.7064
MEM 93.460938 1562421055.8284
MEM 93.460938 1562421055.9539
MEM 93.460938 1562421056.0905
MEM 93.460938 1562421056.2055
MEM 93.460938 1562421056.3540
MEM 93.460938 1562421056.4886
MEM 93.460938 1562421056.6260
MEM 93.460938 1562421056.7411
MEM 93.460938 1562421056.8627
MEM 93.460938 1562421057.0001
MEM 93.460938 1562421057.1428
MEM 93.460938 1562421057.2605
MEM 93.460938 1562421057.3791
MEM 93.460938 1562421057.5162
MEM 93.460938 1562421057.6544
MEM 93.460938 1562421057.7736
MEM 93.460938 1562421057.8931
MEM 93.460938 1562421058.0279
MEM 93.460938 1562421058.1657
MEM 93.460938 1562421058.2844
MEM 93.460938 1562421058.4039
MEM 93.460938 1562421058.5391
MEM 93.460938 1562421058.6766
MEM 93.460938 1562421058.7944
MEM 93.460938 1562421058.9161
MEM 100.472656 1562421059.0297
MEM 100.472656 1562421059.1435
MEM 100.472656 1562421059.2572
MEM 100.472656 1562421059.3709
MEM 100.472656 1562421059.4846
MEM 100.472656 1562421059.5984
MEM 100.472656 1562421059.7121
MEM 100.472656 1562421059.8267
MEM 100.472656 1562421059.9405
MEM 100.472656 1562421060.0543
MEM 100.472656 1562421060.1680
MEM 100.472656 1562421060.2818
MEM 100.472656 1562421060.3955
MEM 100.472656 1562421060.5093
MEM 100.472656 1562421060.6231
MEM 100.472656 1562421060.7368
MEM 100.472656 1562421060.8505
MEM 100.472656 1562421060.9642
MEM 100.472656 1562421061.0781
MEM 100.472656 1562421061.1918
MEM 100.472656 1562421061.3057
MEM 100.917969 1562421061.4196
MEM 100.917969 1562421061.5334
MEM 132.265625 1562421061.6520
MEM 150.828125 1562421061.7667
MEM 151.335938 1562421061.8826
MEM 152.804688 1562421061.9977
MEM 153.914062 1562421062.1357
MEM 154.207031 1562421062.2583
MEM 154.437500 1562421062.3802
MEM 161.929688 1562421062.4984
MEM 162.066406 1562421062.6167
MEM 162.636719 1562421062.7382
MEM 163.117188 1562421062.8597
MEM 163.386719 1562421062.9825
MEM 163.636719 1562421063.1016
MEM 163.636719 1562421063.2206
MEM 163.636719 1562421063.3359
MEM 164.250000 1562421063.4511
MEM 164.250000 1562421063.5692
MEM 164.250000 1562421063.6951
MEM 164.250000 1562421063.8209
MEM 164.250000 1562421063.9359
MEM 164.250000 1562421064.0506
MEM 164.250000 1562421064.1661
MEM 164.250000 1562421064.2815
MEM 164.250000 1562421064.4070
MEM 164.250000 1562421064.5336
MEM 164.250000 1562421064.6553
MEM 164.250000 1562421064.7717
MEM 164.386719 1562421064.8878
MEM 164.386719 1562421065.0026
MEM 164.640625 1562421065.1178
MEM 164.640625 1562421065.2438
MEM 164.886719 1562421065.3693
MEM 165.136719 1562421065.4852
MEM 165.207031 1562421065.6277
MEM 165.207031 1562421065.7630
MEM 165.210938 1562421065.8927
MEM 165.210938 1562421066.0103
MEM 165.210938 1562421066.1240
MEM 165.210938 1562421066.2451
MEM 192.957031 1562421066.3818
MEM 192.957031 1562421066.5168
MEM 234.976562 1562421066.6640
MEM 253.023438 1562421066.7991
MEM 253.023438 1562421066.9192
MEM 253.023438 1562421067.0329
MEM 274.937500 1562421067.1585
MEM 282.929688 1562421067.2909
MEM 282.929688 1562421067.4266
MEM 298.914062 1562421067.5577
MEM 311.031250 1562421067.6814
MEM 311.031250 1562421067.8136
MEM 311.031250 1562421067.9319
MEM 311.031250 1562421068.0465
MEM 311.031250 1562421068.1683
MEM 311.031250 1562421068.2945
MEM 311.031250 1562421068.4254
MEM 311.031250 1562421068.5608
MEM 311.031250 1562421068.6865
MEM 311.031250 1562421068.8186
MEM 311.031250 1562421068.9516
MEM 311.031250 1562421069.0825
MEM 324.937500 1562421069.2014
MEM 340.921875 1562421069.3277
MEM 346.851562 1562421069.4585
MEM 353.039062 1562421069.5833
MEM 353.039062 1562421069.7185
MEM 353.039062 1562421069.8504
MEM 353.039062 1562421069.9826
MEM 353.039062 1562421070.1136
MEM 353.039062 1562421070.2476
MEM 353.039062 1562421070.3814
MEM 353.039062 1562421070.5106
MEM 353.039062 1562421070.6442
MEM 353.039062 1562421070.7745
MEM 353.039062 1562421070.9069
MEM 353.039062 1562421071.0256
MEM 353.039062 1562421071.1584
MEM 353.039062 1562421071.2899
MEM 353.039062 1562421071.4195
MEM 353.039062 1562421071.5532
MEM 353.039062 1562421071.6863
MEM 353.039062 1562421071.8173
MEM 353.039062 1562421071.9509
MEM 353.039062 1562421072.0806
MEM 353.039062 1562421072.2116
MEM 353.039062 1562421072.3440
MEM 353.039062 1562421072.4706
MEM 353.039062 1562421072.6025
MEM 353.039062 1562421072.7206
MEM 353.039062 1562421072.8509
MEM 353.039062 1562421072.9825
MEM 353.039062 1562421073.1140
MEM 353.039062 1562421073.2427
MEM 353.039062 1562421073.3757
MEM 353.039062 1562421073.5064
MEM 353.039062 1562421073.6384
MEM 353.039062 1562421073.7702
MEM 353.039062 1562421073.8921
MEM 353.039062 1562421074.0083
MEM 353.039062 1562421074.1249
MEM 353.039062 1562421074.2531
MEM 353.039062 1562421074.3823
MEM 353.039062 1562421074.5164
MEM 353.039062 1562421074.6485
MEM 353.039062 1562421074.7658
MEM 353.039062 1562421074.8812
MEM 353.039062 1562421075.0019
MEM 353.039062 1562421075.1343
MEM 353.039062 1562421075.2665
MEM 353.039062 1562421075.3987
MEM 353.039062 1562421075.5327
MEM 353.039062 1562421075.6586
MEM 353.039062 1562421075.7896
MEM 353.039062 1562421075.9230
MEM 353.039062 1562421076.0568
MEM 353.039062 1562421076.1851
MEM 353.039062 1562421076.3168
MEM 353.039062 1562421076.4345
MEM 353.039062 1562421076.5663
MEM 353.039062 1562421076.6983
