CMDLINE python3 simulation.py
MEM 741.492188 1568894661.4712
MEM 741.492188 1568894661.6294
MEM 741.492188 1568894661.8095
MEM 741.492188 1568894661.9441
MEM 741.492188 1568894662.0819
MEM 741.492188 1568894662.2025
MEM 741.492188 1568894662.3290
MEM 760.742188 1568894662.4461
MEM 780.253906 1568894662.5631
MEM 780.253906 1568894662.6902
MEM 780.253906 1568894662.8078
MEM 780.253906 1568894662.9240
MEM 780.253906 1568894663.0405
MEM 780.253906 1568894663.1825
MEM 780.253906 1568894663.3069
MEM 780.253906 1568894663.4291
MEM 780.253906 1568894663.5591
MEM 780.253906 1568894663.6865
MEM 780.253906 1568894663.8212
MEM 780.253906 1568894663.9725
MEM 780.253906 1568894664.1087
MEM 780.253906 1568894664.2284
MEM 780.253906 1568894664.3539
MEM 800.023438 1568894664.5468
MEM 819.601562 1568894664.6932
MEM 819.601562 1568894664.8290
MEM 819.601562 1568894664.9949
MEM 819.601562 1568894665.1421
MEM 819.601562 1568894665.2668
MEM 819.601562 1568894665.4054
MEM 819.601562 1568894665.5327
MEM 819.601562 1568894665.6672
MEM 819.601562 1568894665.8126
MEM 819.601562 1568894665.9396
MEM 819.601562 1568894666.0652
MEM 819.601562 1568894666.1991
MEM 819.601562 1568894666.3470
MEM 819.601562 1568894666.4827
MEM 819.601562 1568894666.6141
MEM 819.601562 1568894666.7440
MEM 819.601562 1568894666.8928
MEM 819.601562 1568894667.0813
MEM 819.601562 1568894667.2721
MEM 819.601562 1568894667.4599
MEM 819.601562 1568894667.5969
MEM 819.601562 1568894667.7271
MEM 819.601562 1568894667.8549
MEM 819.601562 1568894667.9791
MEM 819.601562 1568894668.1035
MEM 819.601562 1568894668.2345
MEM 819.601562 1568894668.3563
MEM 819.601562 1568894668.4905
MEM 819.601562 1568894668.6057
MEM 819.601562 1568894668.7312
MEM 819.601562 1568894668.8503
MEM 819.601562 1568894668.9815
MEM 819.601562 1568894669.1162
MEM 819.601562 1568894669.2444
MEM 819.601562 1568894669.3623
MEM 819.601562 1568894669.4791
MEM 819.601562 1568894669.6012
MEM 820.042969 1568894669.7144
MEM 820.042969 1568894669.8275
MEM 821.722656 1568894669.9404
MEM 824.339844 1568894670.0574
MEM 824.339844 1568894670.1813
MEM 824.339844 1568894670.2964
MEM 824.601562 1568894670.4131
MEM 824.824219 1568894670.5314
MEM 825.652344 1568894670.6713
MEM 825.652344 1568894670.8010
MEM 825.867188 1568894670.9142
MEM 825.867188 1568894671.0378
MEM 826.117188 1568894671.1763
MEM 826.382812 1568894671.3135
MEM 826.382812 1568894671.4488
MEM 826.382812 1568894671.5752
MEM 826.414062 1568894671.6990
MEM 826.636719 1568894671.8396
MEM 826.894531 1568894671.9669
MEM 827.148438 1568894672.0892
MEM 827.148438 1568894672.2116
MEM 827.148438 1568894672.3303
MEM 827.148438 1568894672.4405
MEM 827.148438 1568894672.5650
MEM 827.148438 1568894672.6833
MEM 827.148438 1568894672.8015
MEM 827.148438 1568894672.9166
MEM 827.148438 1568894673.0333
MEM 827.148438 1568894673.1450
MEM 827.148438 1568894673.2596
MEM 827.148438 1568894673.3804
MEM 827.148438 1568894673.4969
MEM 827.292969 1568894673.6136
MEM 827.769531 1568894673.7258
MEM 828.027344 1568894673.8441
MEM 828.027344 1568894673.9622
MEM 828.027344 1568894674.0726
MEM 828.027344 1568894674.1878
MEM 828.027344 1568894674.3043
MEM 828.027344 1568894674.4194
MEM 828.027344 1568894674.5346
MEM 828.253906 1568894674.6507
MEM 828.765625 1568894674.7635
MEM 829.019531 1568894674.8737
MEM 829.019531 1568894674.9879
MEM 829.019531 1568894675.1025
MEM 829.019531 1568894675.2149
MEM 829.019531 1568894675.3296
MEM 829.019531 1568894675.4457
MEM 829.019531 1568894675.5639
MEM 829.121094 1568894675.6796
MEM 829.632812 1568894675.8002
MEM 830.015625 1568894675.9163
MEM 830.015625 1568894676.0398
MEM 830.015625 1568894676.1497
MEM 830.015625 1568894676.2640
MEM 830.015625 1568894676.3770
MEM 830.015625 1568894676.4944
MEM 830.046875 1568894676.6103
MEM 830.046875 1568894676.7232
